cell_type,marker_gene,species,organ,tissue_class,tissue_type,cancer,database
Endothelial cell,Nostrin,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Early neuroblast,Notch1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Notch2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Notch3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Nova1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Npas3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Nptx1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Interneuron-selective cell,Npy2r,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nr1d2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Interneuron-selective cell,Nr2e1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nr2f6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Nr3c1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Nrcam,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Nrde2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Nrg1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nrg1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Nrgn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Nrp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nrp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nrp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Nrsn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nsa2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nsg2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nsmaf,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nt5c3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Ntf3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Quiescent neural stem cell,Ntm,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ntm,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Ntn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Ntng1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Ntsr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Quiescent neural stem cell,Ntsr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nuak1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nubpl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nucb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Nudt19,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nupl2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Nwd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nxn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Nxph1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Nxph2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Nxph4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Oat,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Obscn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Dorsal otocyst,Oc90,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Ocrl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ogfr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ola1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuroblast,Olfm1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Olfm2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Olfm3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Olfml2b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Olfml3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
O cell,Olig1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Olig1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Olig1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Olig2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mature olfactory sensory neuron,Omp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory sensory neuron,Omp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Opalin,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Ophn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Opn3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Oprl1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Osbp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Osbpl1a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Osbpl3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Interneuron-selective cell,Ostf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ostf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Otol1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Otx1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Otx2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Oxnad1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Oxtr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,P2rx6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,P2rx7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,P2ry12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,P2ry12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,P2ry13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,P2ry14,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,P3h4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pacrg,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pacs2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pacsin1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pafah1b1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Pag1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pak1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Pald1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Palld,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Palm,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Palmd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Palmd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Palmd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pam,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pan2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Panx1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Panx2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Paqr4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Paqr5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Paqr7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Paqr7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Paqr8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Paqr8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Paqr9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pard6a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pard6g,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Parm1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Parp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Parp9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Parva,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Parva,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Patl1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Patl2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Pax2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Pax3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Paxbp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pbx1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcbd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcbp4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pcdh11x,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pcdh15,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pcdh17,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Pcdh20,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pcdh20,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcdh9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pcdhga4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Pced1b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcgf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcm1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pcnx,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcnx2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Pcolce,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Pcp4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Pcp4l1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcp4l1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Pcsk1n,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcsk2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcsk2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcsk2os1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcsk5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pcsk5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pctp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Pcx,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcyt1a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pcyt1b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pde1c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Pde3a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Pde3a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Pde3b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Pde4b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Pde5a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
CCK basket cell,Pde7b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pde7b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Pde8b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pdgfra,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Pdgfrb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Pdgfrb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pdia4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Pdlim2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Pdlim3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pdlim4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pdp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pdxp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Pdzd2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pdzd2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Pdzrn3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pea15a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Peak1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Pecam1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pecr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Peg13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Peg3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Peli1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Perp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pet100,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Pex5l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pfkfb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pfkm,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pfkp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuroblast,Pfn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pgbd5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pgd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pgf,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Pglyrp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pgm2l1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pgrmc2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Phf12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Phf24,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Phf3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Phka1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Phlda1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Phlda3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Phldb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Phldb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Phldb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Phldb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Phyhip,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pid1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pigc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pigl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Pik3ap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Pik3ap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pik3c2b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pik3cb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pik3r1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pik3r4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pim2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pim3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pip4k2a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pirt,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pisd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pithd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pitpna,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pitpnc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pkib,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pkig,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pkp4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pla2g6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Pla2g7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Pla2g7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plcb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Plcb3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Plcd4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Plcd4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Plce1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Plce1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Plce1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Plce1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plcl1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Plcxd2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Pld4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pld5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plekha2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Plekha7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Plekhg5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Plekhh1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Plekhh1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plekhm3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Plekho1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Plin2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Plk5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Pllp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Pllp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Pln,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Plod2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Plp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Plp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Plp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plppr3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Pls1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Pls3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Pltp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plvap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Plxna2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Plxna4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Pnck,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pnkd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Pnma3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
CCK basket cell,Pnoc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pnpla3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Pnpla7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Pnrc2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Podxl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Pofut1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Poldip2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Polr3b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Pop5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
